,Authors,Title,Year,EID,DOI,drone_name
477,Lionel N.; Bingi K.; Ibrahim R.; Korah R.; Kumar G.; Rajanarayan Prusty B.,Autonomous Inspection of Solar Panels and Wind Turbines Using YOLOv8 with Quadrotor Drones,2024,2-s2.0-85204292608,10.1109/ICOM61675.2024.10652395,DJI Tello
478,Gonzalez R.G.; Gonzalez M.G.; Trevino L.; Sundaravadivel P.,Embedding Environmental Intelligence in Low-Cost Drones,2024,2-s2.0-85206145541,10.1109/ISVLSI61997.2024.00158,DJI Tello
479,Khadhraoui A.; Zouaoui A.; Saad M.,Barrier Lyapunov function and adaptive backstepping-based control of a quadrotor UAV,2023,2-s2.0-85161996122,10.1017/S0263574723000735,Parrot Mambo
480,Lanctot S.; Herkenhoff B.; Hassanalian M.,Unmanned launching & landing rover (Ullr) for moon and martian missions in ice caps.,2021,2-s2.0-85121246815,10.2514/6.2021-4201,Syma x27 Ladybug
481,Cyba A.; Szolc H.; Kryjak T.,A simple vision-based navigation and control strategy for autonomous drone racing,2021,2-s2.0-85116225458,10.1109/MMAR49549.2021.9528463,DJI Tello
482,Paul N.; Ramesh S.; Bhattacharya C.; Ramesh J.; Vijayan P.,Can Non-Humanoid Social Robots Reduce Workload of Special Educators: An Online and In-Premises Field Study,2021,2-s2.0-85125443920,10.1109/ICRA48506.2021.9561633,DJI Tello
483,Steenbeek A.; Nex F.,CNN-Based Dense Monocular Visual SLAM for Real-Time UAV Exploration in Emergency Conditions,2022,2-s2.0-85129168374,10.3390/drones6030079,DJI Tello
484,Golubev A.E.; Glazkov T.V.,Nonlinear quadrotor control based on simulink support package for parrot minidrones,2020,2-s2.0-85099334874,,Parrot Mambo
485,Anwar A.; Raychowdhury A.,Autonomous Navigation via Deep Reinforcement Learning for Resource Constraint Edge Nodes Using Transfer Learning,2020,2-s2.0-85081097413,10.1109/ACCESS.2020.2971172,DJI Tello
486,Lakew Yihunie F.; Singh A.K.; Bhatia S.,Assessing and Exploiting Security Vulnerabilities of Unmanned Aerial Vehicles,2020,2-s2.0-85076461588,10.1007/978-981-13-8406-6_66,Parrot Mambo
487,Li Q.; Hua Y.; Dong X.; Ren Z.,Time-Varying Formation Tracking Control for Unmanned Aerial Vehicles: Theories and Applications,2022,2-s2.0-85134518045,10.1016/j.ifacol.2022.05.009,DJI Tello
488,Subash K.V.V.; Srinu M.V.; Siddhartha M.R.V.; Harsha N.C.S.; Akkala P.,Object Detection using Ryze Tello Drone with Help of Mask-RCNN,2020,2-s2.0-85084546250,10.1109/ICIMIA48430.2020.9074881,DJI Tello
489,Cain B.; Kalaitzakis M.; Vitzilaios N.,MK-RRT: Multi-Robot Kinodynamic RRT Trajectory Planning,2021,2-s2.0-85111434208,10.1109/ICUAS51884.2021.9476688,DJI Tello
490,Jubran I.; Fares F.; Alfassi Y.; Ayoub F.; Feldman D.,Newton-PnP: Real-time Visual Navigation for Autonomous Toy-Drones,2022,2-s2.0-85146307319,10.1109/IROS47612.2022.9981922,DJI Tello
491,Pinney B.; Duncan S.; Shekaramiz M.; Masoum M.A.S.,Drone Path Planning and Object Detection via QR Codes; A Surrogate Case Study for Wind Turbine Inspection,2022,2-s2.0-85133954748,10.1109/IETC54973.2022.9796739,DJI Tello
492,Kumar K.S.; Raj K.P.A.,Finding Survivors in a Terrestrial Region: A Solution to the Unmanned Aerial Vehicle Trajectory Planning Problem,2023,2-s2.0-85149115833,10.1109/COMSNETS56262.2023.10041346,DJI Tello
493,Giernacki W.; Rao J.; Sladic S.; Bondyra A.; Retinger M.; Espinoza-Fraire T.,DJI Tello Quadrotor as a Platform for Research and Education in Mobile Robotics and Control Engineering,2022,2-s2.0-85136106726,10.1109/ICUAS54217.2022.9836168,DJI Tello
494,Madruga S.P.; Tavares A.H.B.M.; Luiz S.O.D.; Do Nascimento T.P.; Lima A.M.N.,Aerodynamic Effects Compensation on Multi-Rotor UAVs Based on a Neural Network Control Allocation Approach,2022,2-s2.0-85115196156,10.1109/JAS.2021.1004266,Parrot Mambo
495,Itsueli A.E.; Kamba J.D.N.; Kamba J.O.K.; Alba-Flores R.,Drone Control Using Electroencephalogram (EEG) Signals,2022,2-s2.0-85129831937,10.1109/SoutheastCon48659.2022.9764002,DJI Tello
496,Hulens D.; Van Ranst W.; Cao Y.; Goedemé T.,Autonomous Visual Navigation for a Flower Pollination Drone,2022,2-s2.0-85130517814,10.3390/machines10050364,DJI Tello
497,Kadhim E.H.; Abdulsadda A.T.,Mini Drone Linear and Nonlinear Controller System Design and Analyzing,2022,2-s2.0-85131254950,10.18196/jrc.v3i2.14180,Parrot Mambo
498,Wahyuadnyana K.D.; Darwito P.A.,Parallel Control System PD-SMCNN for Robust Autonomous Mini-Quadcopter,2022,2-s2.0-85137873986,10.1109/ISITIA56226.2022.9855371,Parrot Mambo
499,Noordin A.; Mohd Basri M.A.; Mohamed Z.,Real-Time Implementation of an Adaptive PID Controller for the Quadrotor MAV Embedded Flight Control System,2023,2-s2.0-85146782259,10.3390/aerospace10010059,Parrot Mambo
500,Nguyen V.K.; Alba-Flores R.,UAVs Control Using 3D Hand Keypoint Gestures,2022,2-s2.0-85129885705,10.1109/SoutheastCon48659.2022.9764030,DJI Tello
501,Cárdenas J.A.; Carrero U.E.; Camacho E.C.; Calderón J.M.,Optimal PID ø axis Control for UAV Quadrotor based on Multi-Objective PSO,2022,2-s2.0-85142151984,10.1016/j.ifacol.2022.07.590,Parrot Mambo
502,Budiyanto A.; Ramadhan M.I.; Burhanudin I.; Triharminto H.H.; Santoso B.,Navigation control of Drone using Hand Gesture based on Complementary Filter Algorithm,2021,2-s2.0-85108650216,10.1088/1742-6596/1912/1/012034,DJI Tello
503,Boonsongsrikul A.; Eamsaard J.,Real-Time Human Motion Tracking by Tello EDU Drone,2023,2-s2.0-85146624328,10.3390/s23020897,DJI Tello
504,Brahim K.S.; Terki N.; Hajjaji A.E.; Lara D.,Altitude and Attitude Quadrotor Control based on Adaptive Sliding Mode Controller with Input Saturation,2022,2-s2.0-85136246628,10.1109/MED54222.2022.9837256,Parrot Mambo
505,Lagman J.K.D.; Evangelista A.B.; Paglinawan C.C.,Unmanned Aerial Vehicle with Human Detection and People Counter Using YOLO v5 and Thermal Camera for Search Operations,2022,2-s2.0-85134742397,10.1109/I2CACIS54679.2022.9815490,DJI Tello
506,Okasha M.; Kralev J.; Islam M.,"Design and Experimental Comparison of PID, LQR and MPC Stabilizing Controllers for Parrot Mambo Mini‐Drone",2022,2-s2.0-85131818975,10.3390/aerospace9060298,Parrot Mambo
507,Zou J.-T.; Dai X.-Y.,The Development of a Visual Tracking System for a Drone to Follow an Omnidirectional Mobile Robot,2022,2-s2.0-85129945898,10.3390/drones6050113,DJI Tello
508,Mamchenko M.V.,Analysis of Control Channel Cybersecurity of the Consumer-Grade UAV by the Example of DJI Tello,2021,2-s2.0-85107393033,10.1088/1742-6596/1864/1/012127,DJI Tello
509,Adnan Othman N.; Aydin I.,A Low-Cost Embedded Security System for UAV-Based Face Mask Detector Using IoT and Deep Learning to Reduce COVID-19,2022,2-s2.0-85130162350,10.1109/DASA54658.2022.9765223,DJI Tello
510,Wang J.; Nie L.; Chen H.; Dong K.; Han Q.,An Autonomous Navigation Flight Algorithm Based on Monocular Camera for UAV in Stairs Scenario,2022,2-s2.0-85168120597,10.1109/SmartWorld-UIC-ATC-ScalCom-DigitalTwin-PriComp-Metaverse56740.2022.00152,DJI Tello
511,Dombi J.; Hussain A.,Distending Function-based Data-Driven Type2 Fuzzy Inference System,2023,2-s2.0-85141656679,10.1007/978-3-031-18461-1_47,Parrot Mambo
512,Lee D.; Park W.; Nam W.,Autonomous landing of micro unmanned aerial vehicles with landing-assistive platform and robust spherical object detection,2021,2-s2.0-85115245628,10.3390/app11188555,DJI Tello
513,Vile L.; Alwi H.; Edwards C.,Implementation of an Interpolated Model Reference Control Scheme,2022,2-s2.0-85140334440,10.1109/VSS57184.2022.9902017,Parrot Rolling Spider
514,Aslan M.F.; Hasikin K.; Yusefi A.; Durdu A.; Sabanci K.; Azizan M.M.,COVID-19 Isolation Control Proposal via UAV and UGV for Crowded Indoor Environments: Assistive Robots in the Shopping Malls,2022,2-s2.0-85132610201,10.3389/fpubh.2022.855994,DJI Tello
515,Dyachenko R.A.; Gura D.A.; Samarin S.V.; Bespyatchuk D.A.; Pshidatok S.K.,On the approach of synchronous control of robotic systems,2021,2-s2.0-85118448299,10.1088/1742-6596/2032/1/012079,DJI Tello
516,Li H.; Wang J.; Han C.; Zhou M.; Dong Z.,Leader-follower formation control of mutilple UAVs based on ADRC: Experiment research,2021,2-s2.0-85112365272,10.1109/ICPS49255.2021.9468270,DJI Tello
517,Naso D.; Pohudina O.; Yashin S.; Pohudin A.; Bartolo R.,AUTONOMOUS FLIGHT INSURANCE METHOD OF UNMANNED AERIAL VEHICLES PAROT MAMBO USING SEMANTIC SEGMENTATION DATA; [МЕТОД ЗАБЕЗПЕЧЕННЯ АВТОНОМНОГО ПОЛЬОТУ БЕЗПІЛОТНОГО ЛІТАЛЬНОГО АПАРАТУ PARROT MAMBO З ВИКОРИСТАННЯМ ДАНИХ СЕМАНТИЧНОЇ СЕГМЕНТАЦІЇ],2023,2-s2.0-85153379354,10.32620/reks.2023.1.12,Parrot Mambo
518,Delansnay G.; Wouwer A.V.,Implementation and Tests of an INDI Control Strategy applied to the Parrot Mambo Minidrone,2022,2-s2.0-85136154792,10.1109/ICUAS54217.2022.9836222,Parrot Mambo
519,Motonaka K.; Watanabe T.; Kwon Y.; Nagahara M.; Miyoshi S.,Control of a quadrotor group based on maximum hands-off distributed control,2021,2-s2.0-85123792475,10.1504/IJMA.2021.120377,DJI Tello
520,Virbora N.; Sokoeun U.; Saran M.; Sovicheyratana S.; Channareth S.; Saravuth S.,Implementation of Matrix Drone Show Using Automatic Path Generator with DJI Tello Drones,2022,2-s2.0-85146876470,10.1109/ICEET56468.2022.10007090,DJI Tello
521,Benotsmane R.; Vásárhelyi J.,Nonlinear Model Predictive Control for Autonomous Quadrotor Trajectory Tracking,2023,2-s2.0-85138809050,10.1007/978-3-031-15211-5_3,DJI Tello
522,Zhou T.; Li B.; Liu Y.,Gaze-Assisted remote control for quad-rotor UAV,2022,2-s2.0-85127344337,10.1117/12.2628179,DJI Tello
523,Rao J.; Li B.; Zhang Z.; Chen D.; Giernacki W.,Position Control of Quadrotor UAV Based on Cascade Fuzzy Neural Network,2022,2-s2.0-85125814603,10.3390/en15051763,DJI Tello
524,Bhat M.; Mahto G.; Kesaria S.; Femandes V.; Arya K.,Real-time gesture control UAV with a low resource framework,2021,2-s2.0-85119100808,10.1109/IRIA53009.2021.9588681,DJI Tello
525,Naseer F.; Ullah G.; Siddiqui M.A.; Jawad Khan M.; Hong K.-S.; Naseer N.,Deep Learning-Based Unmanned Aerial Vehicle Control with Hand Gesture and Computer Vision,2022,2-s2.0-85135611291,10.23919/ASCC56756.2022.9828347,Parrot Mambo
526,De Silva S.C.; Phlernjai M.; Rianmora S.; Ratsamee P.,Inverted Docking Station: A Conceptual Design for a Battery-Swapping Platform for Quadrotor UAVs,2022,2-s2.0-85125799485,10.3390/drones6030056,DJI Tello
527,Brassai S.T.; Nemeth A.; Hammas A.; Gabor S.L.,Deep learning based object detection for agricultural machinery,2022,2-s2.0-85148325860,10.1109/CINTI-MACRo57952.2022.10029518,DJI Tello
528,Sokolov V.; Skladannyi P.; Platonenko A.,Video Channel Suppression Method of Unmanned Aerial Vehicles,2022,2-s2.0-85142604882,10.1109/ELNANO54667.2022.9927105,DJI Tello
529,Cocca U.; Giusti A.; Roveda L.,Hand Gestures-Based Smooth 3D Trajectories Computation Applied to Real-Time Drone Control by Tracking 2D Hand Landmarks,2022,2-s2.0-85146425927,10.1109/ICECCME55909.2022.9987798,DJI Tello
530,Zulkifli S.; Balleri A.,Design and Development of K-Band FMCW Radar for Nano-Drone Detection,2020,2-s2.0-85098536006,10.1109/RadarConf2043947.2020.9266538,Arcade PICO
531,Okasha M.; Kralev J.K.; Islam M.,Investigation and realisation of PID and LQR control methods in Parrot Mambo minidrone,2022,2-s2.0-85138094063,10.1504/ijmic.2022.125068,Parrot Mambo
532,Raza W.; Osman A.; Ferrini F.; De Natale F.,Energy-efficient inference on the edge exploiting tinyml capabilities for uavs,2021,2-s2.0-85118181150,10.3390/drones5040127,DJI Tello
533,Alqaisi W.; Kali Y.; Ghommam J.; Saad M.; Nerguizian V.,Position and attitude tracking of uncertain quadrotor unmanned aerial vehicles based on non-singular terminal super-twisting algorithm,2020,2-s2.0-85074844625,10.1177/0959651819884465,Parrot Rolling Spider
534,Intwala K.; Jatav S.; Kolhe K.,System to capture WiFi based Drones using IoT,2022,2-s2.0-85147444972,10.1109/ICCUBEA54992.2022.10011038,DJI Tello
535,George D.R.; Sciancalepore S.,PRM - Private Interference Discovery for IEEE 802.15. 4 Networks,2022,2-s2.0-85143394943,10.1109/CNS56114.2022.9947236,ESPcopter
536,Veerappan C.S.; Loh P.K.K.; Chennattu R.J.,Smart Drone Controller Framework—Toward an Internet of Drones,2022,2-s2.0-85122453543,10.1007/978-981-16-7498-3_1,DJI Tello
537,Pohudina O.; Kovalevskyi M.; Pyvovar M.,Group Flight Automation Using Tello EDU Unmanned Aerial Vehicle,2021,2-s2.0-85124260903,10.1109/CSIT52700.2021.9648704,DJI Tello
538,Kim S.-H.,Neural network-based battery anomaly detection method for electric-powered UAS,2021,2-s2.0-85103066383,10.5302/J.ICROS.2021.20.0192,DJI Tello
539,Glushchenko A.; Lastochkin K.,Neural Network-based Direct Model Reference Adaptive Control of Quadrotor Attitude,2022,2-s2.0-85134196476,10.1109/STAB54858.2022.9807518,Parrot Mambo
540,Lane C.; Jones O.; Miloro C.; Frye M.,Development of Semi-Autonomous Flight & Detection Systems Using Small Drones,2022,2-s2.0-85141935586,10.1109/DASC55683.2022.9925805,DJI Tello
541,Sarkar S.; Johnson N.,"A deep-learning, vision-based framework for testing a swarm algorithm using inexpensive mini drones",2022,2-s2.0-85133494626,10.1117/12.2618137,DJI Tello
542,Benotsmane R.; Reda A.; Vasarhelyi J.,Model Predictive Control for Autonomous Quadrotor Trajectory Tracking,2022,2-s2.0-85134166529,10.1109/ICCC54292.2022.9805883,DJI Tello
543,Verner I.M.; Cuperman D.; Reitman M.,Exploring robot connectivity and collaborative sensing in a high-school enrichment program,2021,2-s2.0-85099403378,10.3390/robotics10010013,DJI Tello
544,Corradini M.L.; Ippoliti G.; Orlando G.; Terramani S.,Study and Development of Robust Control Systems for Educational Drones,2021,2-s2.0-85121355250,10.1007/978-3-030-77040-2_40,Parrot Mambo
545,Scola I.R.; Reyes G.A.G.; Carrillo L.R.G.; Hespanha J.P.; Burlion L.,A Robust Control Strategy with Perturbation Estimation for the Parrot Mambo Platform,2021,2-s2.0-85110747288,10.1109/TCST.2020.3020783,Parrot Mambo
546,Tylkin P.; Wang T.-H.; Palko K.; Allen R.; Siu H.C.; Wrafter D.; Seyde T.; Amini A.; Rus D.,Interpretable Autonomous Flight Via Compact Visualizable Neural Circuit Policies,2022,2-s2.0-85124073423,10.1109/LRA.2022.3146555,DJI Tello
547,Dragomir M.; Maer V.-M.; Busoniu L.,The Co4AIR Marathon - A Matlab Simulated Drone Racing Competition,2022,2-s2.0-85136127734,10.1109/ICUAS54217.2022.9836233,Parrot Mambo
548,Waitman S.; Alwi H.; Edwards C.,Flight evaluation of simultaneous actuator/sensor fault reconstruction on a quadrotor minidrone,2021,2-s2.0-85112058209,10.1049/cth2.12180,Parrot Rolling Spider
549,Priambodo A.S.; Arifin F.; Nasuha A.; Winursito A.,Face Tracking for Flying Robot Quadcopter based on Haar Cascade Classifier and PID Controller,2021,2-s2.0-85122020518,10.1088/1742-6596/2111/1/012046,DJI Tello
550,Shah P.A.; Alyammahi E.A.O.S.; Alnaqbi M.A.M.Q.; Alzaabi K.M.M.A.; Aldhanhani A.M.A.E.; Hameed Z.,An Artificially Intelligent Marine Life Surveillance and Protection System (MLSPS),2022,2-s2.0-85129323662,10.1007/978-981-16-7618-5_24,DJI Tello
551,Benotsmane R.; Vásárhelyi J.,Towards Optimization of Energy Consumption of Tello Quad-Rotor with Mpc Model Implementation,2022,2-s2.0-85143761513,10.3390/en15239207,DJI Tello
552,Noordin A.; Basri M.A.M.; Mohamed Z.,Simulation and experimental study on pid control of a quadrotor MAV with perturbation,2020,2-s2.0-85087165963,10.11591/eei.v9i5.2158,Parrot Mambo
553,Sidi Brahim K.; El Hajjaji A.; Terki N.; Lara D.,Anti-saturation Finite Time Adaptive Altitude Quadrotor Control Under Unknown Disturbances,2022,2-s2.0-85163574350,10.1016/j.ifacol.2023.03.048,Parrot Mambo
